2014-12-08 03:13:42;12.8;
2014-12-08 03:21:57;13.020000000000001;
2014-12-08 03:21:57;purgeHash;
2014-12-08 03:45:25;15.989999999999998;
2014-12-08 03:53:05;16.97;
2014-12-08 03:58:12;17.630000000000003;
2014-12-08 04:01:27;18.16;
2014-12-08 04:05:00;18.740000000000002;
2014-12-08 04:08:17;19.21;
2014-12-08 04:08:17;purgeHash;
2014-12-08 04:38:01;24.21;
2014-12-08 04:39:19;24.44;
2014-12-08 04:43:32;24.95;
2014-12-08 04:48:56;25.71;
2014-12-08 04:53:54;26.3;
2014-12-08 04:53:54;purgeHash;
2014-12-08 04:59:46;27.1;
2014-12-08 05:06:34;27.88;
2014-12-08 05:06:34;purgeHash;
2014-12-08 05:13:20;28.660000000000004;
2014-12-08 05:13:20;purgeHash;
2014-12-08 05:27:31;30.17;
2014-12-08 10:03:47;100.0;
2014-12-08 10:09:06;100.0;
2014-12-08 10:22:49;100.0;
2014-12-08 10:31:08;100.0;
2014-12-08 10:32:40;100.0;
2014-12-08 10:33:51;100.0;
2014-12-08 10:44:28;100.0;
2014-12-08 10:44:28;purgeHash;
2014-12-08 11:10:16;100.0;
2014-12-08 11:10:16;purgeHash;
2014-12-08 11:13:20;100.0;
2014-12-08 11:13:20;purgeHash;
2014-12-08 11:46:21;100.0;
2014-12-08 11:46:21;purgeHash;
2014-12-08 12:52:48;100.0;
2014-12-08 12:52:48;purgeHash;
2014-12-08 13:03:21;100.0;
2014-12-08 13:03:21;purgeHash;
2014-12-08 13:19:48;100.0;
2014-12-08 13:19:48;purgeHash;
2014-12-08 15:08:45;100.0;
2014-12-08 14:15:04;100.0;
2014-12-08 14:45:06;100.0;
2014-12-08 15:57:31;100.0;
2014-12-08 16:13:51;100.0;
2014-12-08 15:15:07;100.0;
2014-12-08 16:17:54;100.0;
2014-12-08 16:18:41;100.0;
2014-12-08 16:33:19;100.0;
2014-12-08 15:45:05;100.0;
2014-12-08 16:45:42;100.0;
2014-12-08 15:58:08;100.0;
2014-12-08 16:15:05;100.0;
2014-12-08 17:23:06;100.0;
2014-12-08 17:27:10;100.0;
2014-12-08 17:23:06;purgeHash;
