2014-12-08 03:13:42;0.15;
2014-12-08 03:21:57;0.15;
2014-12-08 03:21:57;purgeHash;
2014-12-08 03:45:25;0.15;
2014-12-08 03:53:05;0.15;
2014-12-08 03:58:12;0.15;
2014-12-08 04:01:27;0.15;
2014-12-08 04:05:00;0.15;
2014-12-08 04:08:17;0.15;
2014-12-08 04:08:17;purgeHash;
2014-12-08 04:38:01;0.15;
2014-12-08 04:39:19;0.15;
2014-12-08 04:43:32;0.15;
2014-12-08 04:48:56;0.15;
2014-12-08 04:53:54;0.15;
2014-12-08 04:53:54;purgeHash;
2014-12-08 04:59:46;0.16999999999999998;
2014-12-08 05:06:34;0.16999999999999998;
2014-12-08 05:06:34;purgeHash;
2014-12-08 05:13:20;0.18;
2014-12-08 05:13:20;purgeHash;
2014-12-08 05:27:31;0.2;
2014-12-08 10:03:47;0.25;
2014-12-08 10:09:06;0.25;
2014-12-08 10:22:49;0.44999999999999996;
2014-12-08 10:31:08;0.63;
2014-12-08 10:32:40;0.66;
2014-12-08 10:33:51;0.69;
2014-12-08 10:44:28;0.73;
2014-12-08 10:44:28;purgeHash;
2014-12-08 11:10:16;0.7799999999999999;
2014-12-08 11:10:16;purgeHash;
2014-12-08 11:13:20;0.7799999999999999;
2014-12-08 11:13:20;purgeHash;
2014-12-08 11:46:21;0.9199999999999999;
2014-12-08 11:46:21;purgeHash;
2014-12-08 12:52:48;1.0;
2014-12-08 12:52:48;purgeHash;
2014-12-08 13:03:21;1.0;
2014-12-08 13:03:21;purgeHash;
2014-12-08 13:19:48;1.0;
2014-12-08 13:19:48;purgeHash;
2014-12-08 15:08:45;4.72;
2014-12-08 14:15:04;5.06;
2014-12-08 14:45:06;6.819999999999999;
2014-12-08 15:57:31;7.140000000000001;
2014-12-08 16:13:51;7.99;
2014-12-08 15:15:07;8.1;
2014-12-08 16:17:54;8.25;
2014-12-08 16:18:41;8.28;
2014-12-08 16:33:19;8.99;
2014-12-08 15:45:05;9.64;
2014-12-08 16:45:42;9.66;
2014-12-08 15:58:08;10.17;
2014-12-08 16:15:05;10.65;
2014-12-08 17:23:06;10.76;
2014-12-08 17:27:10;10.82;
2014-12-08 17:23:06;purgeHash;
